building_name,building_id,category,level,wood,clay,iron,crop,total_resources,build_time,population,culture_points,effect_type,effect_value,effect_unit,effect_description
Makeshift Wall,g48,Infrastructure,20,5445,8710,4355,3265,21775,63130,20,38,,,,
Palisade,g33,Infrastructure,1,160,100,80,60,400,2000,0,1,defensive_bonus,5,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,2,205,130,100,75,510,2620,0,1,defensive_bonus,10,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,3,260,165,130,100,655,3340,0,2,defensive_bonus,15,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,4,335,210,170,125,840,4170,0,2,defensive_bonus,20,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,5,430,270,215,160,1075,5140,0,2,defensive_bonus,25,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,6,550,345,275,205,1375,6260,1,3,defensive_bonus,30,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,7,705,440,350,265,1760,7570,2,4,defensive_bonus,35,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,8,900,565,450,340,2255,9080,3,4,defensive_bonus,40,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,9,1155,720,575,430,2880,10830,4,5,defensive_bonus,45,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,10,1475,920,740,555,3690,12860,5,6,defensive_bonus,50,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,11,1890,1180,945,710,4725,15220,6,7,defensive_bonus,55,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,12,2420,1510,1210,905,6045,17950,7,9,defensive_bonus,60,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,13,3095,1935,1545,1160,7735,21130,8,11,defensive_bonus,65,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,14,3960,2475,1980,1485,9900,24810,9,13,defensive_bonus,70,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,15,5070,3170,2535,1900,12675,29080,10,15,defensive_bonus,75,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,16,6490,4055,3245,2435,16225,34030,12,18,defensive_bonus,80,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,17,8310,5190,4155,3115,20770,39770,14,22,defensive_bonus,85,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,18,10635,6645,5315,3990,26585,46440,16,27,defensive_bonus,90,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,19,13610,8505,6805,5105,34025,54170,18,32,defensive_bonus,95,percentage,Defensive strength bonus
Palisade,g33,Infrastructure,20,17420,10890,8710,6535,43555,63130,20,38,defensive_bonus,100,percentage,Defensive strength bonus
Rally Point,g16,Infrastructure,1,110,160,90,70,430,2000,1,1,,,,
Rally Point,g16,Infrastructure,2,140,205,115,90,550,2620,2,1,,,,
Rally Point,g16,Infrastructure,3,180,260,145,115,700,3340,3,2,,,,
Rally Point,g16,Infrastructure,4,230,335,190,145,900,4170,4,2,,,,
Rally Point,g16,Infrastructure,5,295,430,240,190,1155,5140,5,2,,,,
Rally Point,g16,Infrastructure,6,380,550,310,240,1480,6260,6,3,,,,
Rally Point,g16,Infrastructure,7,485,705,395,310,1895,7570,7,4,,,,
Rally Point,g16,Infrastructure,8,620,900,505,395,2420,9080,8,4,,,,
Rally Point,g16,Infrastructure,9,795,1155,650,505,3105,10830,9,5,,,,
Rally Point,g16,Infrastructure,10,1015,1475,830,645,3965,12860,10,6,,,,
Rally Point,g16,Infrastructure,11,1300,1890,1065,825,5080,15220,12,7,,,,
Rally Point,g16,Infrastructure,12,1660,2420,1360,1060,6500,17950,14,9,,,,
Rally Point,g16,Infrastructure,13,2130,3095,1740,1355,8320,21130,16,11,,,,
Rally Point,g16,Infrastructure,14,2725,3960,2230,1735,10650,24810,18,13,,,,
Rally Point,g16,Infrastructure,15,3485,5070,2850,2220,13625,29080,20,15,,,,
Rally Point,g16,Infrastructure,16,4460,6490,3650,2840,17440,34030,22,18,,,,
Rally Point,g16,Infrastructure,17,5710,8310,4675,3635,22330,39770,24,22,,,,
Rally Point,g16,Infrastructure,18,7310,10635,5980,4650,28575,46440,26,27,,,,
Rally Point,g16,Infrastructure,19,9360,13610,7655,5955,36580,54170,28,32,,,,
Rally Point,g16,Infrastructure,20,11980,17420,9800,7620,46820,63130,30,38,,,,
Smithy,g13,Infrastructure,1,180,250,500,160,1090,2000,4,2,upgrade_speed_bonus,3,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,2,230,320,640,205,1395,2620,6,3,upgrade_speed_bonus,6,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,3,295,410,820,260,1785,3340,8,3,upgrade_speed_bonus,9,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,4,375,525,1050,335,2285,4170,10,4,upgrade_speed_bonus,12,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,5,485,670,1340,430,2925,5140,12,5,upgrade_speed_bonus,15,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,6,620,860,1720,550,3750,6260,15,6,upgrade_speed_bonus,18,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,7,790,1100,2200,705,4795,7570,18,7,upgrade_speed_bonus,21,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,8,1015,1405,2815,900,6135,9080,21,9,upgrade_speed_bonus,24,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,9,1295,1800,3605,1155,7855,10830,24,10,upgrade_speed_bonus,27,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,10,1660,2305,4610,1475,10050,12860,27,12,upgrade_speed_bonus,30,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,11,2125,2950,5905,1890,12870,15220,30,15,upgrade_speed_bonus,33,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,12,2720,3780,7555,2420,16475,17950,33,18,upgrade_speed_bonus,36,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,13,3480,4835,9670,3095,21080,21130,36,21,upgrade_speed_bonus,39,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,14,4455,6190,12380,3960,26985,24810,39,26,upgrade_speed_bonus,42,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,15,5705,7925,15845,5070,34545,29080,42,31,upgrade_speed_bonus,45,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,16,7300,10140,20280,6490,44210,34030,46,37,upgrade_speed_bonus,48,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,17,9345,12980,25960,8310,56595,39770,50,44,upgrade_speed_bonus,51,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,18,11965,16615,33230,10635,72445,46440,54,53,upgrade_speed_bonus,54,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,19,15315,21270,42535,13610,92730,54170,58,64,upgrade_speed_bonus,57,percentage,Upgrade speed bonus
Smithy,g13,Infrastructure,20,19600,27225,54445,17420,118690,63130,62,77,upgrade_speed_bonus,60,percentage,Upgrade speed bonus
Stable,g20,Infrastructure,1,260,140,220,100,720,2200,5,2,training_time_reduction,2,percentage,Training time reduction
Stable,g20,Infrastructure,2,335,180,280,130,925,2850,8,3,training_time_reduction,4,percentage,Training time reduction
Stable,g20,Infrastructure,3,425,230,360,165,1180,3610,11,3,training_time_reduction,6,percentage,Training time reduction
Stable,g20,Infrastructure,4,545,295,460,210,1510,4490,14,4,training_time_reduction,8,percentage,Training time reduction
Stable,g20,Infrastructure,5,700,375,590,270,1935,5500,17,5,training_time_reduction,10,percentage,Training time reduction
Stable,g20,Infrastructure,6,895,480,755,345,2475,6680,20,6,training_time_reduction,12,percentage,Training time reduction
Stable,g20,Infrastructure,7,1145,615,970,440,3170,8050,23,7,training_time_reduction,14,percentage,Training time reduction
Stable,g20,Infrastructure,8,1465,790,1240,565,4060,9640,26,9,training_time_reduction,16,percentage,Training time reduction
Stable,g20,Infrastructure,9,1875,1010,1585,720,5190,11480,29,10,training_time_reduction,18,percentage,Training time reduction
Stable,g20,Infrastructure,10,2400,1290,2030,920,6640,13620,32,12,training_time_reduction,20,percentage,Training time reduction
Stable,g20,Infrastructure,11,3070,1655,2595,1180,8500,16100,36,15,training_time_reduction,22,percentage,Training time reduction
Stable,g20,Infrastructure,12,3930,2115,3325,1510,10880,18980,40,18,training_time_reduction,24,percentage,Training time reduction
Stable,g20,Infrastructure,13,5030,2710,4255,1935,13930,22310,44,21,training_time_reduction,26,percentage,Training time reduction
Stable,g20,Infrastructure,14,6435,3465,5445,2475,17820,26180,48,26,training_time_reduction,28,percentage,Training time reduction
Stable,g20,Infrastructure,15,8240,4435,6970,3170,22815,30670,52,31,training_time_reduction,30,percentage,Training time reduction
Stable,g20,Infrastructure,16,10545,5680,8925,4055,29205,35880,56,37,training_time_reduction,32,percentage,Training time reduction
Stable,g20,Infrastructure,17,13500,7270,11425,5190,37385,41920,60,44,training_time_reduction,34,percentage,Training time reduction
Stable,g20,Infrastructure,18,17280,9305,14620,6645,47850,48930,64,53,training_time_reduction,36,percentage,Training time reduction
Stable,g20,Infrastructure,19,22120,11910,18715,8505,61250,57060,68,64,training_time_reduction,38,percentage,Training time reduction
Stable,g20,Infrastructure,20,28310,15245,23955,10890,78400,66490,72,77,training_time_reduction,40,percentage,Training time reduction
Stone Wall,g47,Infrastructure,1,110,160,70,60,400,2000,0,1,,,,
Stone Wall,g47,Infrastructure,2,140,205,90,75,510,2620,0,1,,,,
Stone Wall,g47,Infrastructure,3,180,260,115,100,655,3340,0,2,,,,
Stone Wall,g47,Infrastructure,4,230,335,145,125,835,4170,0,2,,,,
Stone Wall,g47,Infrastructure,5,295,430,190,160,1075,5140,0,2,,,,
Stone Wall,g47,Infrastructure,6,380,550,240,205,1375,6260,1,3,,,,
Stone Wall,g47,Infrastructure,7,485,705,310,265,1765,7570,2,4,,,,
Stone Wall,g47,Infrastructure,8,620,900,395,340,2255,9080,3,4,,,,
Stone Wall,g47,Infrastructure,9,795,1155,505,430,2885,10830,4,5,,,,
Stone Wall,g47,Infrastructure,10,1015,1475,645,555,3690,12860,5,6,,,,
Stone Wall,g47,Infrastructure,11,1300,1890,825,710,4725,15220,6,7,,,,
Stone Wall,g47,Infrastructure,12,1660,2420,1060,905,6045,17950,7,9,,,,
Stone Wall,g47,Infrastructure,13,2130,3095,1355,1160,7740,21130,8,11,,,,
Stone Wall,g47,Infrastructure,14,2725,3960,1735,1485,9905,24810,9,13,,,,
Stone Wall,g47,Infrastructure,15,3485,5070,2220,1900,12675,29080,10,15,,,,
Stone Wall,g47,Infrastructure,16,4460,6490,2840,2435,16225,34030,12,18,,,,
Stone Wall,g47,Infrastructure,17,5710,8310,3635,3115,20770,39770,14,22,,,,
Stone Wall,g47,Infrastructure,18,7310,10635,4650,3990,26585,46440,16,27,,,,
Stone Wall,g47,Infrastructure,19,9360,13610,5955,5105,34030,54170,18,32,,,,
Stone Wall,g47,Infrastructure,20,11980,17420,7620,6535,43555,63130,20,38,,,,
Tournament Square,g14,Infrastructure,1,1750,2250,1530,240,5770,3500,1,1,upgrade_speed_bonus,3,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,2,2240,2880,1960,305,7385,4360,2,1,upgrade_speed_bonus,6,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,3,2865,3685,2505,395,9450,5360,3,2,upgrade_speed_bonus,9,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,4,3670,4720,3210,505,12105,6510,4,2,upgrade_speed_bonus,12,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,5,4700,6040,4105,645,15490,7860,5,2,upgrade_speed_bonus,15,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,6,6015,7730,5255,825,19825,9410,6,3,upgrade_speed_bonus,18,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,7,7695,9895,6730,1055,25375,11220,7,4,upgrade_speed_bonus,21,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,8,9850,12665,8615,1350,32480,13320,8,4,upgrade_speed_bonus,24,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,9,12610,16215,11025,1730,41580,15750,9,5,upgrade_speed_bonus,27,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,10,16140,20755,14110,2215,53220,18570,10,6,upgrade_speed_bonus,30,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,11,20660,26565,18065,2835,68125,21840,12,7,upgrade_speed_bonus,33,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,12,26445,34000,23120,3625,87190,25630,14,9,upgrade_speed_bonus,36,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,13,33850,43520,29595,4640,111605,30030,16,11,upgrade_speed_bonus,39,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,14,43330,55705,37880,5940,142855,35140,18,13,upgrade_speed_bonus,42,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,15,55460,71305,48490,7605,182860,41060,20,15,upgrade_speed_bonus,45,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,16,70990,91270,62065,9735,234060,47930,22,18,upgrade_speed_bonus,48,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,17,90865,116825,79440,12460,299590,55900,24,22,upgrade_speed_bonus,51,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,18,116305,149540,101685,15950,383480,65140,26,27,upgrade_speed_bonus,54,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,19,148875,191410,130160,20415,490860,75860,28,32,upgrade_speed_bonus,57,percentage,Upgrade speed bonus
Tournament Square,g14,Infrastructure,20,190560,245005,166600,26135,628300,88300,30,38,upgrade_speed_bonus,60,percentage,Upgrade speed bonus
Trapper,g35,Infrastructure,1,80,120,70,90,360,2000,4,1,,,,
Trapper,g35,Infrastructure,2,100,155,90,115,460,2320,6,1,,,,
Trapper,g35,Infrastructure,3,130,195,115,145,585,2690,8,2,,,,
Trapper,g35,Infrastructure,4,170,250,145,190,755,3120,10,2,,,,
Trapper,g35,Infrastructure,5,215,320,190,240,965,3620,12,2,,,,
Trapper,g35,Infrastructure,6,275,410,240,310,1235,4200,15,3,,,,
Trapper,g35,Infrastructure,7,350,530,310,395,1585,4870,18,4,,,,
Trapper,g35,Infrastructure,8,450,675,395,505,2025,5650,21,4,,,,
Trapper,g35,Infrastructure,9,575,865,505,650,2595,6560,24,5,,,,
Trapper,g35,Infrastructure,10,740,1105,645,830,3320,7610,27,6,,,,
Trapper,g35,Infrastructure,11,945,1415,825,1065,4250,8820,30,7,,,,
Trapper,g35,Infrastructure,12,1210,1815,1060,1360,5445,10230,33,9,,,,
Trapper,g35,Infrastructure,13,1545,2320,1355,1740,6960,11870,36,11,,,,
Trapper,g35,Infrastructure,14,1980,2970,1735,2230,8915,13770,39,13,,,,
Trapper,g35,Infrastructure,15,2535,3805,2220,2850,11410,15980,42,15,,,,
Trapper,g35,Infrastructure,16,3245,4870,2840,3650,14605,18530,46,18,,,,
Trapper,g35,Infrastructure,17,4155,6230,3635,4675,18695,21500,50,22,,,,
Trapper,g35,Infrastructure,18,5315,7975,4650,5980,23920,24940,54,27,,,,
Trapper,g35,Infrastructure,19,6805,10210,5955,7655,30625,28930,58,32,,,,
Trapper,g35,Infrastructure,20,8710,13065,7620,9800,39195,33550,62,38,,,,
Workshop,g21,Infrastructure,1,460,510,600,320,1890,3000,3,4,training_time_reduction,2,percentage,Training time reduction
Workshop,g21,Infrastructure,2,590,655,770,410,2425,3780,5,4,training_time_reduction,4,percentage,Training time reduction
Workshop,g21,Infrastructure,3,755,835,985,525,3100,4680,7,5,training_time_reduction,6,percentage,Training time reduction
Workshop,g21,Infrastructure,4,965,1070,1260,670,3965,5730,9,6,training_time_reduction,8,percentage,Training time reduction
Workshop,g21,Infrastructure,5,1235,1370,1610,860,5075,6950,11,7,training_time_reduction,10,percentage,Training time reduction
Workshop,g21,Infrastructure,6,1580,1750,2060,1100,6490,8360,13,9,training_time_reduction,12,percentage,Training time reduction
Workshop,g21,Infrastructure,7,2025,2245,2640,1405,8315,10000,15,11,training_time_reduction,14,percentage,Training time reduction
Workshop,g21,Infrastructure,8,2590,2870,3380,1800,10640,11900,17,13,training_time_reduction,16,percentage,Training time reduction
Workshop,g21,Infrastructure,9,3315,3675,4325,2305,13620,14110,19,15,training_time_reduction,18,percentage,Training time reduction
Workshop,g21,Infrastructure,10,4245,4705,5535,2950,17435,16660,21,19,training_time_reduction,20,percentage,Training time reduction
Workshop,g21,Infrastructure,11,5430,6020,7085,3780,22315,19630,24,22,training_time_reduction,22,percentage,Training time reduction
Workshop,g21,Infrastructure,12,6950,7705,9065,4835,28555,23070,27,27,training_time_reduction,24,percentage,Training time reduction
Workshop,g21,Infrastructure,13,8900,9865,11605,6190,36560,27060,30,32,training_time_reduction,26,percentage,Training time reduction
Workshop,g21,Infrastructure,14,11390,12625,14855,7925,46795,31690,33,39,training_time_reduction,28,percentage,Training time reduction
Workshop,g21,Infrastructure,15,14580,16165,19015,10140,59900,37060,36,46,training_time_reduction,30,percentage,Training time reduction
Workshop,g21,Infrastructure,16,18660,20690,24340,12980,76670,43290,39,55,training_time_reduction,32,percentage,Training time reduction
Workshop,g21,Infrastructure,17,23885,26480,31155,16615,98135,50520,42,67,training_time_reduction,34,percentage,Training time reduction
Workshop,g21,Infrastructure,18,30570,33895,39875,21270,125610,58900,45,80,training_time_reduction,36,percentage,Training time reduction
Workshop,g21,Infrastructure,19,39130,43385,51040,27225,160780,68630,48,96,training_time_reduction,38,percentage,Training time reduction
Workshop,g21,Infrastructure,20,50090,55535,65335,34845,205805,79910,51,115,training_time_reduction,40,percentage,Training time reduction
